[2021-10-23 17:14:09] [INFO ]  
[2021-10-23 17:14:09] [INFO ] FINCH               + [!] Java Finch Syntactic Engine
[2021-10-23 17:14:09] [INFO ] FINCH               |  + Java-type analysis activated
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameParameterChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadNameClassMethodSavingBanksChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.BadCommentModChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cc.LoadLibraryUsingAbsolutePathChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cert.ForbiddenEqualityForBoxedPrimitives] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.cert.DoNotUseServerSocket] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.forbidden.ForbiddenCallThreadStopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.forbidden.ForbiddenCallSystemGetenvChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.forbidden.ForbiddenMethodOverrideChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.forbidden.ForbiddenAssignLiteralChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.forbidden.ForbiddenCallDeprecatedChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.jdbc.ORDERING_TO_CATCH_SQLEXCEPTION_Checker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.j2ee.DirectUseOfThreadsChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.j2ee.DirectManagementOfConnectionsChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.j2ee.RaceConditionStaticDatabaseConnectionChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.j2ee.DirectUseOfSocketsChecker] loaded successfully
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.j2ee.UsingSystemExitChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.UntrustedDataInPrivilegedBlockChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.SsiInjectionChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.ExposureOfSystemDataChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.XssChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.CsrfChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.MissingPasswordRecoveryControlChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + [O] Checker [com.fasoo.javafinch.syn.checker.security.android.AndroidGrantUriPermissionsChecker] loaded successfully
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.android.AndroidPermissionCheckBypassChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.android.AndroidAddJavascriptInterfaceChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.android.AndroidWebSettingJavaScriptChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.android.AndroidContextSendBroadcastChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.XssWarningChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.ForbiddenReplacingEmailAddressChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.SecurityFileGlobalAccessChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.INSUFFICIENT_SESSION_EXPIRATION_Checker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.MissingCheckOfInputChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.RELIANCE_ON_UNTRUSTED_INPUTS_IN_A_SECURITY_DECISION_Checker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.AutocompletePasswordChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.ExposureOfAdministrationPageChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.MissingLoginControlChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.cert.msc.SecurityInfiniteLoopChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.EvalInjectionChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.ProcessControlChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.DirectUseOfUnsafeJNIChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.FinalizeMethodDeclaredPublicChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.SessionForCheckingShouldBeFalse] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.MISSING_AUTHENTICATION_FOR_CRITICAL_FUNCTION_Checker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.ExposureOfDangerousMethodChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.UsingWeakCryptographicAlgorithmChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.MissingAuthenticationControlChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.UsingDynamicClassLoadingChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.HARD_CODED_USER_NAME_AND_PASSWORD_Checker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.XssDomChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.security.LeakInformationPrivilegedBlockChecker] is not enabled by configuration
[2021-10-23 17:14:10] [DEBUG] CHECKER_LOADER      |  + [X] Checker [com.fasoo.javafinch.syn.checker.misuse.InfiniteRecursiveCallChecker] is not enabled by configuration
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  + Total 45 checker(s) has(have) been enabled
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  |  + JAVA: 14
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      |  |  + JAVA_AND_SCRIPTLET: 31
[2021-10-23 17:14:10] [INFO ] CHECKER_LOADER      + [C] <<<=== End of checker initialization
[2021-10-23 17:14:10] [INFO ]  
[2021-10-23 17:14:10] [DEBUG] CH_HANDLER          + Project [kokofarm6_java_server_3300] class hierarchy update added. D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files
[2021-10-23 17:14:10] [INFO ] CLASS_HIERARCHY     + [H] Class hierarchy process started ===>>>
[2021-10-23 17:14:10] [INFO ] CLASS_HIERARCHY     |  + Class hierarchy target: 
[2021-10-23 17:14:10] [INFO ] CLASS_HIERARCHY     |  |  + Directory: D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files
[2021-10-23 17:14:10] [INFO ] CLASS_HIERARCHY     |  + Gather class information from 29 files ===>>>
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  + Parsing [ D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\FileUtil.java ] failed:
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  + Encountered " "->" "-> "" at line 165, column 43.
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  + Was expecting one of:
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "instanceof" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ")" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "," ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "?" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "==" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "!=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "||" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&&" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "++" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "--" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "+" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "-" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "*" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "/" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "|" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "^" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "%" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "+=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "-=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "*=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "/=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "|=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "^=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "%=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<<=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">>=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">>>=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "::" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "::" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "++" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "--" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "*" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "/" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "%" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "+" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "-" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "instanceof" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "==" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "!=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "^" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "|" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&&" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "||" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "?" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "*=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "/=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "%=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "+=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "-=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<<=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">>=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">>>=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "^=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "|=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "::" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "++" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "--" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "*" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "/" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "%" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "+" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "-" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "instanceof" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "==" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "!=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "^" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "|" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&&" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "||" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "?" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "*=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "/=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "%=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "+=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "-=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "<<=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">>=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ">>>=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "&=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "^=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "|=" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     "," ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     ")" ...
[2021-10-23 17:14:11] [INFO ] AST_LOADER          |  |  +     
[2021-10-23 17:14:11] [DEBUG] AUTO_ENCODING       |  |  + Use default encoding: utf-8 (detected ISO-8859-1 with low confidence 42) for D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\Device.java
[2021-10-23 17:14:11] [DEBUG] AUTO_ENCODING       |  |  + Use default encoding: utf-8 (detected ISO-8859-1 with low confidence 40) for D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\LightSensor.java
[2021-10-23 17:14:11] [DEBUG] AUTO_ENCODING       |  |  + Use default encoding: utf-8 (detected ISO-8859-1 with low confidence 27) for D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\p3300\P3300Listner.java
[2021-10-23 17:14:11] [DEBUG] AUTO_ENCODING       |  |  + Use default encoding: utf-8 (detected ISO-8859-1 with low confidence 48) for D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\run_object\RunCamera.java
[2021-10-23 17:14:11] [DEBUG] AUTO_ENCODING       |  |  + Use default encoding: utf-8 (detected ISO-8859-1 with low confidence 33) for D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\HashBuffer.java
[2021-10-23 17:14:11] [DEBUG] AUTO_ENCODING       |  |  + Use default encoding: utf-8 (detected ISO-8859-1 with low confidence 27) for D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\SimpleTimer.java
[2021-10-23 17:14:11] [INFO ] CLASS_HIERARCHY     |  + <<<=== total 28/29 file(s) was(were) processed (1 file(s) failed)
[2021-10-23 17:14:11] [INFO ] CLASS_HIERARCHY     |  + Class hierarchy process started with 29 files ===>>>
[2021-10-23 17:14:12] [DEBUG]                     |  + Fail to gather any class or interface item from this source file: D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\FileUtil.java
[2021-10-23 17:14:15] [INFO ] CLASS_HIERARCHY     |  + <<<=== total 29 files were processed, 28 results are stored
[2021-10-23 17:14:15] [INFO ] CLASS_HIERARCHY     + [H] <<<=== End of class hierarchy process
[2021-10-23 17:14:15] [INFO ]  
[2021-10-23 17:14:15] [DEBUG] JAVA_FINCH          + JavaFinch Analyzing..
[2021-10-23 17:14:15] [INFO ] ANALYZER            + [A] Analyze the project [kokofarm6_java_server_3300] with 29 target(s) ===>>>
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  + [     1/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\run_object\RunCamera.java
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  |  + Elapsed time: 0.04 s (36 ms)
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  + [     2/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\MysqlConn.java
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  |  + Elapsed time: 0.48 s (479 ms)
[2021-10-23 17:14:15] [INFO ] ANALYZER            |  + [     3/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\RecalcAvg.java
[2021-10-23 17:14:16] [INFO ] ANALYZER            |  |  + 3 alarm(s) generated
[2021-10-23 17:14:16] [INFO ] ANALYZER            |  |  + Elapsed time: 0.64 s (635 ms)
[2021-10-23 17:14:16] [INFO ] ANALYZER            |  + [     4/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\AvgCalcBridge.java
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + 5 alarm(s) generated
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + Elapsed time: 0.21 s (212 ms)
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  + [     5/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\DateUtil.java
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + 3 alarm(s) generated
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + Elapsed time: 0.13 s (131 ms)
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  + [     6/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\CheckComein.java
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + 3 alarm(s) generated
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + Elapsed time: 0.24 s (235 ms)
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  + [     7/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\SimpleTimer.java
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  |  + Elapsed time: 0.02 s (15 ms)
[2021-10-23 17:14:17] [INFO ] ANALYZER            |  + [     8/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\ExternSensor.java
[2021-10-23 17:14:17] [DEBUG]  
[2021-10-23 17:14:17] [DEBUG] CLASSHIERARCHY      + Read another storage: kokofarm.Device
[2021-10-23 17:14:17] [DEBUG] CLASSHIERARCHY      + Refinement start ===>>>
[2021-10-23 17:14:17] [DEBUG] CLASSHIERARCHY      + <<<=== end of refinement
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + 1 alarm(s) generated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + Elapsed time: 0.32 s (323 ms)
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  + [     9/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\BufferMerger.java
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + 1 alarm(s) generated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + Elapsed time: 0.08 s (78 ms)
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  + [    10/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\LightSensor.java
[2021-10-23 17:14:18] [DEBUG]  
[2021-10-23 17:14:18] [DEBUG] CLASSHIERARCHY      + Read another storage: kokofarm.Device
[2021-10-23 17:14:18] [DEBUG] CLASSHIERARCHY      + Refinement start ===>>>
[2021-10-23 17:14:18] [DEBUG] CLASSHIERARCHY      + <<<=== end of refinement
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + 1 alarm(s) generated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + Elapsed time: 0.07 s (74 ms)
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  + [    11/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\RequestWorker.java
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + 5 alarm(s) generated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + Elapsed time: 0.25 s (247 ms)
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  + [    12/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\SensorUnit.java
[2021-10-23 17:14:18] [DEBUG]  
[2021-10-23 17:14:18] [DEBUG] CLASSHIERARCHY      + Read another storage: kokofarm.Device
[2021-10-23 17:14:18] [DEBUG] CLASSHIERARCHY      + Refinement start ===>>>
[2021-10-23 17:14:18] [DEBUG] CLASSHIERARCHY      + <<<=== end of refinement
